subject,path,textbook,semester,chapter,order,word,ipa,meaning,partOfSpeech,example,translation
英语,词汇,人教版 PEP,九年级全册,Unit 5 What are the shirts made of?,4,fork,fɔːk,叉子,n.,Westerners eat with forks.,西方人用叉子吃饭。
英语,词汇,人教版 PEP,九年级全册,Unit 5 What are the shirts made of?,5,blouse,blaʊz,女式衬衫,n.,The blouse is made of silk.,这件女衫是丝绸做的。
英语,词汇,人教版 PEP,九年级全册,Unit 5 What are the shirts made of?,6,silver,ˈsɪlvə(r),银；银色的,n./adj.,The ring is made of silver.,这枚戒指是银的。
英语,词汇,人教版 PEP,九年级全册,Unit 5 What are the shirts made of?,7,glass,ɡlɑːs,玻璃；玻璃杯,n.,The window is made of glass.,窗户是玻璃做的。
英语,词汇,人教版 PEP,九年级全册,Unit 5 What are the shirts made of?,8,cotton,ˈkɒtn,棉花；棉,n./adj.,The shirt is made of cotton.,这件衬衫是棉的。
英语,词汇,人教版 PEP,九年级全册,Unit 5 What are the shirts made of?,9,steel,stiːl,钢,n.,The bridge is made of steel.,这座桥是钢造的。
英语,词汇,人教版 PEP,九年级全册,Unit 5 What are the shirts made of?,10,process,ˈprəʊses,过程；加工,n./v.,The process is interesting.,这个过程很有趣。
英语,词汇,人教版 PEP,九年级全册,Unit 5 What are the shirts made of?,11,product,ˈprɒdʌkt,产品,n.,This product is made in China.,这个产品是中国制造的。
英语,词汇,人教版 PEP,九年级全册,Unit 5 What are the shirts made of?,12,local,ˈləʊkl,当地的；本地的,adj.,I like the local food.,我喜欢当地的食物。
英语,词汇,人教版 PEP,九年级全册,Unit 6 When was it invented?,1,heel,hiːl,鞋跟；足跟,n.,Her heels are high.,她的鞋跟很高。
英语,词汇,人教版 PEP,九年级全册,Unit 6 When was it invented?,2,electricity,ɪˌlekˈtrɪsəti,电,n.,We can not live without electricity.,我们的生活离不开电。
英语,词汇,人教版 PEP,九年级全册,Unit 6 When was it invented?,3,scoop,skuːp,勺子；舀,n./v.,Use the scoop for ice cream.,用勺子舀冰淇淋。
英语,词汇,人教版 PEP,九年级全册,Unit 6 When was it invented?,4,style,staɪl,样式；风格,n.,I like this style of shoes.,我喜欢这种款式的鞋。
英语,词汇,人教版 PEP,九年级全册,Unit 6 When was it invented?,5,project,ˈprɒdʒekt,项目；工程,n.,Our project is about inventions.,我们的项目是关于发明的。
英语,词汇,人教版 PEP,九年级全册,Unit 6 When was it invented?,6,pleasure,ˈpleʒə(r),愉快；乐事,n.,It is a pleasure to help you.,很高兴帮助你。
英语,词汇,人教版 PEP,九年级全册,Unit 6 When was it invented?,7,zipper,ˈzɪpə(r),拉链,n.,The zipper is broken.,拉链坏了。
英语,词汇,人教版 PEP,九年级全册,Unit 6 When was it invented?,8,daily,ˈdeɪli,每日的；日常的,adj.,It is used in daily life.,它用于日常生活。
英语,词汇,人教版 PEP,九年级全册,Unit 6 When was it invented?,9,website,ˈwebsaɪt,网站,n.,I found it on the website.,我在网站上找到的。
英语,词汇,人教版 PEP,九年级全册,Unit 6 When was it invented?,10,pioneer,ˌpaɪəˈnɪə(r),先驱；先锋,n.,He is a pioneer of science.,他是科学先驱。
英语,词汇,人教版 PEP,九年级全册,Unit 6 When was it invented?,11,list,lɪst,清单；列表,n./v.,Make a list of inventions.,列一个发明清单。
英语,词汇,人教版 PEP,九年级全册,Unit 6 When was it invented?,12,mention,ˈmenʃn,提到；说到,v.,He mentioned the invention.,他提到了这项发明。
英语,词汇,人教版 PEP,九年级全册,Unit 7 Teenagers should be allowed to choose their own clothes.,1,license,ˈlaɪsns,执照；许可证,n.,He got his driver's license.,他拿到了驾照。
英语,词汇,人教版 PEP,九年级全册,Unit 7 Teenagers should be allowed to choose their own clothes.,2,safety,ˈseɪfti,安全,n.,Safety comes first.,安全第一。
英语,词汇,人教版 PEP,九年级全册,Unit 7 Teenagers should be allowed to choose their own clothes.,3,smoke,sməʊk,吸烟；烟,v./n.,Teenagers must not smoke.,青少年不能吸烟。
英语,词汇,人教版 PEP,九年级全册,Unit 7 Teenagers should be allowed to choose their own clothes.,4,pierce,pɪəs,刺穿；扎破,v.,She pierced her ears.,她打了耳洞。
英语,词汇,人教版 PEP,九年级全册,Unit 7 Teenagers should be allowed to choose their own clothes.,5,earring,ˈɪərɪŋ,耳环,n.,She wears small earrings.,她戴着小耳环。
英语,词汇,人教版 PEP,九年级全册,Unit 7 Teenagers should be allowed to choose their own clothes.,6,flash,flæʃ,闪光；闪光灯,n./v.,Do not use the flash here.,这里不要使用闪光灯。
英语,词汇,人教版 PEP,九年级全册,Unit 7 Teenagers should be allowed to choose their own clothes.,7,tiny,ˈtaɪni,微小的；极小的,adj.,The baby is tiny.,这个婴儿很小。
英语,词汇,人教版 PEP,九年级全册,Unit 7 Teenagers should be allowed to choose their own clothes.,8,cry,kraɪ,哭；喊叫,v.,The baby is crying.,婴儿在哭。
英语,词汇,人教版 PEP,九年级全册,Unit 7 Teenagers should be allowed to choose their own clothes.,9,field,fiːld,田野；场地,n.,The kids play in the field.,孩子们在田野里玩。
英语,词汇,人教版 PEP,九年级全册,Unit 7 Teenagers should be allowed to choose their own clothes.,10,hug,hʌɡ,拥抱,v./n.,Give me a hug, Mum.,妈妈，抱抱我。
英语,词汇,人教版 PEP,九年级全册,Unit 7 Teenagers should be allowed to choose their own clothes.,11,lift,lɪft,举起；电梯,v./n.,Lift the box carefully.,小心举起箱子。
英语,词汇,人教版 PEP,九年级全册,Unit 7 Teenagers should be allowed to choose their own clothes.,12,regret,rɪˈɡret,后悔；遗憾,v./n.,I regret saying that.,我后悔说了那句话。
英语,词汇,人教版 PEP,九年级全册,Unit 8 It must belong to Carla.,1,truck,trʌk,卡车,n.,The truck is very big.,这辆卡车很大。
英语,词汇,人教版 PEP,九年级全册,Unit 8 It must belong to Carla.,2,picnic,ˈpɪknɪk,野餐,n.,We had a picnic in the park.,我们在公园野餐。
英语,词汇,人教版 PEP,九年级全册,Unit 8 It must belong to Carla.,3,rabbit,ˈræbɪt,兔子,n.,The rabbit runs fast.,兔子跑得快。
英语,词汇,人教版 PEP,九年级全册,Unit 8 It must belong to Carla.,4,attend,əˈtend,出席；参加,v.,I will attend the meeting.,我将出席会议。
英语,词汇,人教版 PEP,九年级全册,Unit 8 It must belong to Carla.,5,valuable,ˈvæljuəbl,贵重的；有价值的,adj.,The watch is valuable.,这块表很贵重。
英语,词汇,人教版 PEP,九年级全册,Unit 8 It must belong to Carla.,6,pink,pɪŋk,粉色；粉色的,n./adj.,The backpack is pink.,这个背包是粉色的。
英语,词汇,人教版 PEP,九年级全册,Unit 8 It must belong to Carla.,7,anybody,ˈenibɒdi,任何人,pron.,Did anybody see it?,有人看见了吗？
英语,词汇,人教版 PEP,九年级全册,Unit 8 It must belong to Carla.,8,happening,ˈhæpənɪŋ,事件；发生的事,n.,Strange happenings were reported.,报道了奇怪的事件。
英语,词汇,人教版 PEP,九年级全册,Unit 8 It must belong to Carla.,9,noise,nɔɪz,噪音,n.,I heard a strange noise.,我听到一个奇怪的声音。
英语,词汇,人教版 PEP,九年级全册,Unit 8 It must belong to Carla.,10,policeman,pəˈliːsmən,警察,n.,The policeman is coming.,警察来了。
英语,词汇,人教版 PEP,九年级全册,Unit 8 It must belong to Carla.,11,wolf,wʊlf,狼,n.,A wolf howls at night.,狼在夜里嚎叫。
英语,词汇,人教版 PEP,九年级全册,Unit 8 It must belong to Carla.,12,belong,bɪˈlɒŋ,属于,v.,The book belongs to Carla.,这本书是卡拉的。
英语,词汇,人教版 PEP,九年级全册,Unit 9 I like music that I can dance to.,1,prefer,prɪˈfɜː(r),更喜欢,v.,I prefer quiet music.,我更喜欢安静的音乐。
英语,词汇,人教版 PEP,九年级全册,Unit 9 I like music that I can dance to.,2,lyrics,ˈlɪrɪks,歌词,n.,The lyrics are beautiful.,歌词很美。
英语,词汇,人教版 PEP,九年级全册,Unit 9 I like music that I can dance to.,3,Australian,ɒˈstreɪliən,澳大利亚的；澳大利亚人,adj./n.,He is an Australian singer.,他是一位澳大利亚歌手。
英语,词汇,人教版 PEP,九年级全册,Unit 9 I like music that I can dance to.,4,electronic,ɪˌlekˈtrɒnɪk,电子的,adj.,I like electronic music.,我喜欢电子音乐。
英语,词汇,人教版 PEP,九年级全册,Unit 9 I like music that I can dance to.,5,suppose,səˈpəʊz,认为；料想,v.,I suppose he is right.,我认为他是对的。
英语,词汇,人教版 PEP,九年级全册,Unit 9 I like music that I can dance to.,6,smooth,smuːð,平滑的；悦耳的,adj.,The music is smooth.,这首乐曲很悦耳。
英语,词汇,人教版 PEP,九年级全册,Unit 9 I like music that I can dance to.,7,spare,speə(r),抽出（时间）；备用的,v./adj.,Can you spare some time?,你能抽点时间吗？
英语,词汇,人教版 PEP,九年级全册,Unit 9 I like music that I can dance to.,8,director,dəˈrektə(r),导演；主管,n.,The director is famous.,这位导演很有名。
英语,词汇,人教版 PEP,九年级全册,Unit 9 I like music that I can dance to.,9,case,keɪs,情况；案例,n.,In that case, let us go.,既然那样，我们走吧。
英语,词汇,人教版 PEP,九年级全册,Unit 9 I like music that I can dance to.,10,war,wɔː(r),战争,n.,The movie is about war.,这部电影是关于战争的。
英语,词汇,人教版 PEP,九年级全册,Unit 9 I like music that I can dance to.,11,painful,ˈpeɪnfl,痛苦的；疼痛的,adj.,It is a painful memory.,那是一段痛苦的记忆。
英语,词汇,人教版 PEP,九年级全册,Unit 9 I like music that I can dance to.,12,reflect,rɪˈflekt,反映；反射,v.,Music reflects feelings.,音乐反映情感。
英语,词汇,人教版 PEP,九年级全册,Unit 10 You're supposed to shake hands.,1,custom,ˈkʌstəm,风俗；习俗,n.,It is a local custom.,这是当地的风俗。
英语,词汇,人教版 PEP,九年级全册,Unit 10 You're supposed to shake hands.,2,bow,baʊ,鞠躬,v.,People bow in Japan.,日本人见面鞠躬。
英语,词汇,人教版 PEP,九年级全册,Unit 10 You're supposed to shake hands.,3,kiss,kɪs,亲吻,v./n.,They kiss on the cheek.,他们亲吻脸颊。
英语,词汇,人教版 PEP,九年级全册,Unit 10 You're supposed to shake hands.,4,greet,ɡriːt,问候；打招呼,v.,How do you greet guests?,你们怎么问候客人？
英语,词汇,人教版 PEP,九年级全册,Unit 10 You're supposed to shake hands.,5,relaxed,rɪˈlækst,放松的；自在的,adj.,I feel relaxed at home.,我在家很放松。
英语,词汇,人教版 PEP,九年级全册,Unit 10 You're supposed to shake hands.,6,value,ˈvæljuː,价值；重视,n./v.,We value our friendship.,我们珍视友谊。
英语,词汇,人教版 PEP,九年级全册,Unit 10 You're supposed to shake hands.,7,capital,ˈkæpɪtl,首都；资本,n.,Beijing is the capital of China.,北京是中国的首都。
英语,词汇,人教版 PEP,九年级全册,Unit 10 You're supposed to shake hands.,8,noon,nuːn,中午；正午,n.,We have lunch at noon.,我们中午吃午饭。
英语,词汇,人教版 PEP,九年级全册,Unit 10 You're supposed to shake hands.,9,mad,mæd,生气的；疯的,adj.,Do not be mad at me.,别生我的气。
英语,词汇,人教版 PEP,九年级全册,Unit 10 You're supposed to shake hands.,10,effort,ˈefət,努力,n.,Make an effort to learn.,努力学习。
英语,词汇,人教版 PEP,九年级全册,Unit 10 You're supposed to shake hands.,11,passport,ˈpɑːspɔːt,护照,n.,Show me your passport.,出示你的护照。
英语,词汇,人教版 PEP,九年级全册,Unit 10 You're supposed to shake hands.,12,chalk,tʃɔːk,粉笔,n.,Write with chalk.,用粉笔写。
英语,词汇,人教版 PEP,九年级全册,Unit 11 Sad movies make me cry.,1,drive,draɪv,迫使；驾驶,v.,Sad movies drive me to tears.,悲伤的电影让我落泪。
英语,词汇,人教版 PEP,九年级全册,Unit 11 Sad movies make me cry.,2,lately,ˈleɪtli,最近；近来,adv.,I feel tired lately.,我最近感到累。
英语,词汇,人教版 PEP,九年级全册,Unit 11 Sad movies make me cry.,3,friendship,ˈfrendʃɪp,友谊,n.,True friendship lasts forever.,真正的友谊天长地久。
英语,词汇,人教版 PEP,九年级全册,Unit 11 Sad movies make me cry.,4,king,kɪŋ,国王,n.,The king rules the country.,国王统治这个国家。
英语,词汇,人教版 PEP,九年级全册,Unit 11 Sad movies make me cry.,5,power,ˈpaʊə(r),权力；力量,n.,Knowledge is power.,知识就是力量。
英语,词汇,人教版 PEP,九年级全册,Unit 11 Sad movies make me cry.,6,prime,praɪm,主要的；最初的,adj.,He is the prime minister.,他是首相。
英语,词汇,人教版 PEP,九年级全册,Unit 11 Sad movies make me cry.,7,minister,ˈmɪnɪstə(r),大臣；部长,n.,The minister gave a speech.,部长发表了讲话。
英语,词汇,人教版 PEP,九年级全册,Unit 11 Sad movies make me cry.,8,fame,feɪm,名声；声誉,n.,Money and fame do not matter.,金钱和名声不重要。
英语,词汇,人教版 PEP,九年级全册,Unit 11 Sad movies make me cry.,9,pale,peɪl,苍白的,adj.,His face is pale today.,他今天脸色苍白。
英语,词汇,人教版 PEP,九年级全册,Unit 11 Sad movies make me cry.,10,queen,kwiːn,女王；王后,n.,The queen is kind.,女王很善良。
英语,词汇,人教版 PEP,九年级全册,Unit 11 Sad movies make me cry.,11,examine,ɪɡˈzæmɪn,检查；检验,v.,The doctor examined him.,医生给他做了检查。
英语,词汇,人教版 PEP,九年级全册,Unit 11 Sad movies make me cry.,12,wealth,welθ,财富,n.,Health is better than wealth.,健康胜过财富。
英语,词汇,人教版 PEP,九年级全册,Unit 12 Life is full of the unexpected.,1,unexpected,ˌʌnɪkˈspektɪd,出乎意料的,adj.,Life is full of the unexpected.,生活充满意外。
英语,词汇,人教版 PEP,九年级全册,Unit 12 Life is full of the unexpected.,2,backpack,ˈbækpæk,双肩背包,n.,My backpack is heavy.,我的背包很重。
英语,词汇,人教版 PEP,九年级全册,Unit 12 Life is full of the unexpected.,3,oversleep,ˌəʊvəˈsliːp,睡过头,v.,I overslept this morning.,我今天早晨睡过头了。
英语,词汇,人教版 PEP,九年级全册,Unit 12 Life is full of the unexpected.,4,ring,rɪŋ,铃响；戒指,v./n.,The bell rang loudly.,铃声响得很响。
英语,词汇,人教版 PEP,九年级全册,Unit 12 Life is full of the unexpected.,5,block,blɒk,街区；阻挡,n./v.,Walk two blocks ahead.,往前走两个街区。
英语,词汇,人教版 PEP,九年级全册,Unit 12 Life is full of the unexpected.,6,worker,ˈwɜːkə(r),工人,n.,The workers are busy.,工人们很忙。
英语,词汇,人教版 PEP,九年级全册,Unit 12 Life is full of the unexpected.,7,stare,steə(r),盯着看；凝视,v.,People stared at me in surprise.,人们惊讶地盯着我。
英语,词汇,人教版 PEP,九年级全册,Unit 12 Life is full of the unexpected.,8,disbelief,ˌdɪsbɪˈliːf,怀疑；不相信,n.,He looked at me in disbelief.,他难以置信地看着我。
英语,词汇,人教版 PEP,九年级全册,Unit 12 Life is full of the unexpected.,9,above,əˈbʌv,在……上面,prep.,The plane flew above the clouds.,飞机在云上飞。
英语,词汇,人教版 PEP,九年级全册,Unit 12 Life is full of the unexpected.,10,burn,bɜːn,燃烧；烧焦,v.,The building was burning.,大楼在燃烧。
英语,词汇,人教版 PEP,九年级全册,Unit 12 Life is full of the unexpected.,11,alive,əˈlaɪv,活着的,adj.,Luckily, he is still alive.,幸运的是，他还活着。
英语,词汇,人教版 PEP,九年级全册,Unit 12 Life is full of the unexpected.,12,airport,ˈeəpɔːt,机场,n.,We arrived at the airport early.,我们很早就到了机场。
英语,词汇,人教版 PEP,九年级全册,Unit 13 We're trying to save the earth!,1,litter,ˈlɪtə(r),垃圾；乱扔,n./v.,Do not litter on the beach.,不要在海滩上乱扔垃圾。
英语,词汇,人教版 PEP,九年级全册,Unit 13 We're trying to save the earth!,2,bottom,ˈbɒtəm,底部；最下面,n.,The box is at the bottom.,箱子在最底下。
英语,词汇,人教版 PEP,九年级全册,Unit 13 We're trying to save the earth!,3,fisherman,ˈfɪʃəmən,渔民,n.,The fisherman caught a big fish.,渔民捕到一条大鱼。
英语,词汇,人教版 PEP,九年级全册,Unit 13 We're trying to save the earth!,4,coal,kəʊl,煤,n.,Coal pollutes the air.,煤污染空气。
英语,词汇,人教版 PEP,九年级全册,Unit 13 We're trying to save the earth!,5,ugly,ˈʌɡli,丑陋的,adj.,The river is ugly and dirty.,这条河又脏又难看。
英语,词汇,人教版 PEP,九年级全册,Unit 13 We're trying to save the earth!,6,advantage,ədˈvɑːntɪdʒ,优点；优势,n.,Riding bikes has many advantages.,骑自行车有很多优点。
英语,词汇,人教版 PEP,九年级全册,Unit 13 We're trying to save the earth!,7,cost,kɒst,花费；成本,v./n.,The bag costs ten yuan.,这个包卖十元。
英语,词汇,人教版 PEP,九年级全册,Unit 13 We're trying to save the earth!,8,wooden,ˈwʊdn,木制的,adj.,Use wooden chopsticks less.,少用木制筷子。
英语,词汇,人教版 PEP,九年级全册,Unit 13 We're trying to save the earth!,9,plastic,ˈplæstɪk,塑料；塑料的,n./adj.,Plastic bags pollute the sea.,塑料袋污染海洋。
英语,词汇,人教版 PEP,九年级全册,Unit 13 We're trying to save the earth!,10,recycle,ˌriːˈsaɪkl,回收利用；再循环,v.,We should recycle paper.,我们应该回收纸张。
英语,词汇,人教版 PEP,九年级全册,Unit 13 We're trying to save the earth!,11,shark,ʃɑːk,鲨鱼,n.,Sharks are in danger.,鲨鱼处于危险之中。
英语,词汇,人教版 PEP,九年级全册,Unit 13 We're trying to save the earth!,12,cruel,kruːəl,残忍的,adj.,It is cruel to kill sharks.,捕杀鲨鱼很残忍。
英语,词汇,人教版 PEP,九年级全册,Unit 14 I remember meeting all of you in Grade 7.,1,survey,ˈsɜːveɪ,调查,n.,We did a survey last week.,我们上周做了一个调查。
英语,词汇,人教版 PEP,九年级全册,Unit 14 I remember meeting all of you in Grade 7.,2,standard,ˈstændəd,标准,n.,Meet the high standard.,达到高标准。
英语,词汇,人教版 PEP,九年级全册,Unit 14 I remember meeting all of you in Grade 7.,3,row,rəʊ,一排；一行,n.,We sat in the front row.,我们坐在前排。
英语,词汇,人教版 PEP,九年级全册,Unit 14 I remember meeting all of you in Grade 7.,4,keyboard,ˈkiːbɔːd,键盘,n.,Type on the keyboard.,在键盘上打字。
英语,词汇,人教版 PEP,九年级全册,Unit 14 I remember meeting all of you in Grade 7.,5,instruction,ɪnˈstrʌkʃn,指示；说明,n.,Follow the instructions, please.,请按说明操作。
英语,词汇,人教版 PEP,九年级全册,Unit 14 I remember meeting all of you in Grade 7.,6,double,ˈdʌbl,加倍；双的,v./adj.,Work hard and double your effort.,努力学习，加倍付出。
英语,词汇,人教版 PEP,九年级全册,Unit 14 I remember meeting all of you in Grade 7.,7,shall,ʃæl,将；会（用于第一人称）,modal,Shall we go now?,我们现在走好吗？
英语,词汇,人教版 PEP,九年级全册,Unit 14 I remember meeting all of you in Grade 7.,8,overcome,ˌəʊvəˈkʌm,克服,v.,We overcame many difficulties.,我们克服了许多困难。
英语,词汇,人教版 PEP,九年级全册,Unit 14 I remember meeting all of you in Grade 7.,9,caring,ˈkeərɪŋ,体贴人的；关心他人的,adj.,She is a caring teacher.,她是一位体贴的老师。
